"customer","date","sales","age","gender","country","operating_system"
"M2294",2023-09-07,0,37,"female","AUS","iOS"
"L2878",2023-09-07,0,21,"female","CAN","Android"
"W1982",2023-09-07,0,23,"male","AUS","Windows Desktop"
"O2877",2023-09-07,0,40,"female","GER","Windows Desktop"
"Z1267",2023-09-07,0,20,"male","AUS","Android"
"M2188",2023-09-07,333.74,33,"non-binary","US","Windows Desktop"
"V2712",2023-09-07,0,46,"male","AUS","Android"
"M894",2023-09-07,0,20,"female","CAN","macOS Desktop"
"A2522",2023-09-07,90.01,42,"non-binary","UK","Windows Desktop"
"T522",2023-09-07,0,29,"female","GER","Windows Desktop"
"X547",2023-09-07,0,62,"female","UK","Windows Desktop"
"N583",2023-09-07,0,46,"female","MEX","Windows Desktop"
"P285",2023-09-07,0,48,"female","MEX","iOS"
"U2888",2023-09-07,0,23,"male","AUS","macOS Desktop"
"X2696",2023-09-07,0,46,"male","UK","Windows Desktop"
"P2369",2023-09-07,0,85,"male","US","Windows Desktop"
"A826",2023-09-07,0,63,"female","CAN","Windows Desktop"
"H2943",2023-09-07,0,42,"male","GER","Windows Desktop"
"Q485",2023-09-07,192.87,-4,"male","AUS","Linux Desktop"
"C2755",2023-09-07,0,58,"male","AUS","Android"
"P428",2023-09-08,0,28,"female","GER","Android"
"D2345",2023-09-08,0,42,"female","AUS","Android"
"F2387",2023-09-08,0,53,"male","GER","Linux Desktop"
"H2950",2023-09-08,0,28,"female","US","Windows Desktop"
"H244",2023-09-08,0,63,"male","MEX","iOS"
"E690",2023-09-08,0,45,"male","CAN","Windows Desktop"
"D2889",2023-09-08,212.91,30,"female","MEX","Android"
"R1171",2023-09-08,0,38,"female","UK","Windows Desktop"
"M1711",2023-09-08,0,29,"female","AUS","macOS Desktop"
"O200",2023-09-08,0,25,"female","MEX","iOS"
"E2244",2023-09-08,0,38,"female","CAN","Windows Desktop"
"W1620",2023-09-08,0,26,"female","UK","Windows Desktop"
"V1013",2023-09-08,0,40,"female","UK","Android"
"G2864",2023-09-08,0,37,"female","MEX","Android"
"J1605",2023-09-08,0,45,"male","MEX","iOS"
"E1792",2023-09-08,0,49,"female","AUS","Windows Desktop"
"X381",2023-09-08,0,31,"female","CAN","Windows Desktop"
"R1613",2023-09-08,0,56,"male","GER","macOS Desktop"
"B2043",2023-09-08,0,48,"non-binary","UK","Android"
"O2072",2023-09-08,0,48,"male","CAN","Windows Desktop"
"B394",2023-09-08,0,34,"male","AUS","Windows Desktop"
"K2266",2023-09-08,0,40,"male","CAN","iOS"
"A2487",2023-09-08,0,27,"female","MEX","Android"
"L938",2023-09-08,0,29,"male","CAN","iOS"
"L2173",2023-09-08,0,37,"female","MEX","Windows Desktop"
"N703",2023-09-08,0,51,"female","GER","Windows Desktop"
"H2027",2023-09-08,0,56,"male","AUS","Android"
"Y1896",2023-09-08,0,80,"female","US","Windows Desktop"
"I1632",2023-09-08,0,27,"non-binary","GER","Android"
"B2423",2023-09-08,0,71,"male","GER","Android"
"Z1263",2023-09-08,298.98,31,"female","GER","Windows Desktop"
"G2226",2023-09-08,0,43,"male","MEX","Windows Desktop"
"E1497",2023-09-08,0,28,"female","GER","Android"
"D614",2023-09-08,0,55,"female","MEX","iOS"
"N2553",2023-09-08,0,23,"female","MEX","Windows Desktop"
"O2858",2023-09-08,0,48,"male","GER","Android"
"E944",2023-09-08,0,36,"male","MEX","Android"
"Z1338",2023-09-08,0,30,"male","GER","Android"
"J1258",2023-09-08,0,30,"female","AUS","Windows Desktop"
"S1740",2023-09-08,0,35,"female","US","iOS"
"Y1837",2023-09-08,0,48,"female","US","Android"
"A1744",2023-09-08,0,47,"female","US","Windows Desktop"
"G1151",2023-09-08,0,51,"male","MEX","Android"
"G2233",2023-09-08,327.65,24,"female","GER","Windows Desktop"
"C2420",2023-09-08,0,26,"male","US","Windows Desktop"
"O1913",2023-09-08,0,26,"female","US","Android"
"N1700",2023-09-08,0,5,"male","UK","Windows Desktop"
"K2858",2023-09-08,0,38,"female","AUS","iOS"
"C2600",2023-09-08,0,41,"female","UK","Windows Desktop"
"A567",2023-09-08,0,25,"male","AUS","Android"
"N2136",2023-09-08,0,46,"female","US","iOS"
"X2821",2023-09-08,0,14,"female","UK","Windows Desktop"
"D1914",2023-09-08,0,26,"non-binary","CAN","Windows Desktop"
"U1791",2023-09-08,0,27,"female","CAN","Windows Desktop"
"S2011",2023-09-08,0,41,"male","AUS","iOS"
"J573",2023-09-08,0,24,"female","CAN","iOS"
"N1748",2023-09-08,0,50,"male","MEX","Windows Desktop"
"A2501",2023-09-08,0,34,"male","AUS","Windows Desktop"
"W413",2023-09-08,0,45,"male","AUS","Android"
"D2766",2023-09-08,0,35,"female","AUS","Android"
"H376",2023-09-08,0,58,"male","GER","iOS"
"S997",2023-09-08,0,33,"female","GER","Windows Desktop"
"R1913",2023-09-08,100.72,8,"male","US","Android"
"C1608",2023-09-08,0,30,"female","US","Android"
"A2604",2023-09-08,0,25,"female","GER","Android"
"S662",2023-09-08,255.73,70,"female","GER","iOS"
"F773",2023-09-08,0,47,"male","CAN","macOS Desktop"
"Q2389",2023-09-08,0,39,"male","US","Android"
"Q564",2023-09-08,0,11,"male","US","iOS"
"T787",2023-09-08,0,62,"male","CAN","iOS"
"Z2367",2023-09-08,174.51,57,"female","CAN","macOS Desktop"
"Y2810",2023-09-08,0,47,"male","MEX","Windows Desktop"
"O1272",2023-09-08,0,64,"male","MEX","iOS"
"P2022",2023-09-08,0,27,"male","CAN","iOS"
"R2151",2023-09-08,0,56,"male","GER","iOS"
"S653",2023-09-08,0,34,"male","CAN","Android"
"H2986",2023-09-08,0,62,"female","MEX","Android"
"S1007",2023-09-08,0,39,"female","UK","Android"
"O819",2023-09-08,0,52,"male","CAN","Windows Desktop"
"D1552",2023-09-08,0,61,"male","US","Windows Desktop"
"C2119",2023-09-08,109.41,6,"male","AUS","Android"
"L870",2023-09-08,0,33,"female","UK","Android"
"L2820",2023-09-08,0,30,"female","AUS","Android"
"Y1542",2023-09-08,0,35,"female","UK","Windows Desktop"
"G507",2023-09-08,173.76,54,"female","CAN","Windows Desktop"
"L1949",2023-09-08,0,13,"male","GER","iOS"
"D1275",2023-09-08,0,36,"female","MEX","Windows Desktop"
"O1481",2023-09-08,0,63,"female","MEX","macOS Desktop"
"H1736",2023-09-08,0,19,"female","US","Windows Desktop"
"U1836",2023-09-08,0,41,"female","UK","macOS Desktop"
"X759",2023-09-08,0,39,"male","UK","macOS Desktop"
"E271",2023-09-08,0,62,"male","MEX","Windows Desktop"
"E2259",2023-09-08,0,54,"female","CAN","macOS Desktop"
"F444",2023-09-08,0,61,"female","CAN","Windows Desktop"
"H1957",2023-09-08,0,46,"male","CAN","Windows Desktop"
"F339",2023-09-08,0,51,"female","CAN","Windows Desktop"
"D2556",2023-09-08,0,28,"female","UK","Windows Desktop"
"E355",2023-09-08,0,58,"male","AUS","Windows Desktop"
"C2758",2023-09-08,0,53,"female","UK","Windows Desktop"
"H486",2023-09-08,0,55,"female","GER","Windows Desktop"
"J768",2023-09-08,0,28,"female","AUS","Android"
"G2700",2023-09-08,0,69,"male","AUS","Windows Desktop"
"M1573",2023-09-08,0,26,"male","CAN","macOS Desktop"
"T1473",2023-09-08,0,34,"male","CAN","Android"
"T1979",2023-09-08,0,43,"female","AUS","macOS Desktop"
"G2722",2023-09-08,0,50,"male","CAN","Android"
"V2291",2023-09-08,0,38,"female","UK","Android"
"J1512",2023-09-08,0,22,"female","CAN","Windows Desktop"
"E2995",2023-09-08,0,61,"female","AUS","Android"
"S2708",2023-09-08,0,64,"male","US","Android"
"M1882",2023-09-08,0,49,"female","AUS","Windows Desktop"
"C2085",2023-09-08,0,36,"female","MEX","Windows Desktop"
"P371",2023-09-08,760.6,25,"male","AUS","Linux Desktop"
"L1100",2023-09-08,0,29,"female","MEX","Windows Desktop"
"M2530",2023-09-08,0,57,"male","CAN","macOS Desktop"
"O1859",2023-09-08,0,46,"male","MEX","Windows Desktop"
"J1934",2023-09-08,0,61,"female","US","Windows Desktop"
"U1333",2023-09-08,0,32,"male","CAN","Windows Desktop"
"J2543",2023-09-08,0,49,"female","CAN","Windows Desktop"
"C951",2023-09-08,0,71,"female","GER","Android"
"R366",2023-09-08,0,41,"female","AUS","iOS"
"G1561",2023-09-08,0,43,"female","GER","iOS"
"O2786",2023-09-08,0,22,"transgender","US","Windows Desktop"
"U2646",2023-09-08,0,40,"male","AUS","Windows Desktop"
"V2760",2023-09-08,0,35,"female","GER","Windows Desktop"
"I280",2023-09-08,0,73,"female","GER","iOS"
"H727",2023-09-08,0,31,"male","GER","iOS"
"D1033",2023-09-08,0,40,"male","US","Android"
"H2520",2023-09-08,697.2,25,"female","US","Android"
"Y2314",2023-09-08,0,47,"female","UK","iOS"
"Y2069",2023-09-08,70.94,48,"female","AUS","iOS"
"R2474",2023-09-08,0,54,"male","GER","iOS"
"J1431",2023-09-08,0,41,"male","UK","Android"
"F2544",2023-09-08,0,26,"male","GER","Windows Desktop"
"A1846",2023-09-08,0,41,"male","UK","Android"
"T529",2023-09-08,0,48,"female","MEX","Android"
"Z463",2023-09-08,0,51,"male","AUS","Android"
"U1258",2023-09-08,0,44,"male","US","Android"
"O1137",2023-09-08,0,27,"male","CAN","iOS"
"V2699",2023-09-08,0,27,"female","US","iOS"
"N1578",2023-09-08,0,47,"male","GER","macOS Desktop"
"P1213",2023-09-08,0,19,"non-binary","AUS","Android"
"K2968",2023-09-08,0,34,"female","MEX","Windows Desktop"
"I264",2023-09-08,0,57,"female","MEX","Android"
"U2759",2023-09-08,0,55,"male","US","Windows Desktop"
"A1253",2023-09-08,0,37,"female","US","Android"
"U2393",2023-09-08,0,25,"female","CAN","Windows Desktop"
"L372",2023-09-08,0,66,"female","GER","macOS Desktop"
"D2582",2023-09-09,0,14,"male","GER","Android"
"U2858",2023-09-09,0,60,"male","MEX","Android"
"L1186",2023-09-09,0,32,"male","US","Android"
"D256",2023-09-09,0,62,"female","AUS","Android"
"G2841",2023-09-09,0,18,"female","GER","Android"
"H433",2023-09-09,0,27,"female","UK","Windows Desktop"
"W1876",2023-09-09,123.91,54,"female","GER","Windows Desktop"
"T1644",2023-09-09,0,48,"female","UK","Windows Desktop"
"X2064",2023-09-09,0,51,"male","MEX","iOS"
"W1081",2023-09-09,0,55,"female","CAN","Android"
"L2308",2023-09-09,0,38,"female","AUS","Windows Desktop"
"T920",2023-09-09,0,50,"male","US","macOS Desktop"
"J1558",2023-09-09,0,23,"female","AUS","Linux Desktop"
"M2189",2023-09-09,0,43,"female","CAN","Windows Desktop"
"O240",2023-09-09,0,11,"female","US","Windows Desktop"
"G1167",2023-09-09,0,19,"male","MEX","Windows Desktop"
"T1940",2023-09-09,0,53,"female","CAN","Windows Desktop"
"T311",2023-09-09,0,37,"male","CAN","Android"
"C2022",2023-09-09,0,61,"female","US","Windows Desktop"
"T2930",2023-09-09,0,46,"male","UK","Windows Desktop"
"K1166",2023-09-09,0,24,"female","US","Windows Desktop"
"S622",2023-09-09,0,44,"female","UK","Android"
"J526",2023-09-09,0,72,"female","MEX","iOS"
"Z2229",2023-09-09,0,50,"female","MEX","Windows Desktop"
"D2873",2023-09-09,0,33,"male","GER","macOS Desktop"
"G1968",2023-09-09,0,21,"female","CAN","Windows Desktop"
"M2286",2023-09-09,0,38,"female","US","Android"
"F1700",2023-09-09,0,39,"male","MEX","Android"
"U2697",2023-09-09,0,28,"male","AUS","Windows Desktop"
"B277",2023-09-09,0,37,"female","MEX","Android"
"V208",2023-09-09,0,53,"female","CAN","Windows Desktop"
"O274",2023-09-09,0,55,"female","UK","Android"
"U365",2023-09-09,0,17,"male","AUS","iOS"
"Q1344",2023-09-09,0,27,"female","AUS","Windows Desktop"
"P1509",2023-09-09,0,41,"female","UK","Android"
"J2105",2023-09-09,0,24,"female","US","Android"
"V2711",2023-09-09,0,35,"non-binary","AUS","Android"
"V2159",2023-09-09,0,44,"male","UK","iOS"
"J1423",2023-09-09,0,18,"non-binary","MEX","Android"
"G1517",2023-09-09,0,39,"female","US","macOS Desktop"
"V1991",2023-09-09,0,31,"female","MEX","iOS"
"K242",2023-09-09,0,15,"male","CAN","iOS"
"A2412",2023-09-09,0,65,"male","CAN","Android"
"X1907",2023-09-09,0,51,"female","GER","Windows Desktop"
"I596",2023-09-09,0,52,"female","CAN","Android"
"P223",2023-09-09,0,34,"male","UK","Android"
"R2989",2023-09-09,194.23,62,"male","US","Android"
"Z1148",2023-09-09,0,63,"transgender","US","Android"
"T434",2023-09-09,0,35,"male","CAN","Windows Desktop"
"W2803",2023-09-09,0,78,"female","MEX","Windows Desktop"
"Q491",2023-09-09,0,23,"male","GER","Android"
"E1774",2023-09-09,0,48,"female","MEX","Android"
"O2410",2023-09-09,0,40,"male","AUS","Windows Desktop"
"I2763",2023-09-09,0,20,"male","GER","Windows Desktop"
"G1879",2023-09-09,0,33,"male","CAN","Windows Desktop"
"P1208",2023-09-09,0,39,"female","AUS","Windows Desktop"
"P1948",2023-09-09,0,57,"male","GER","iOS"
"Z2792",2023-09-09,0,58,"female","AUS","Windows Desktop"
"T493",2023-09-09,164.53,53,"male","US","Windows Desktop"
"E2486",2023-09-09,284.24,31,"male","MEX","Android"
"I1910",2023-09-09,0,60,"male","MEX","iOS"
"W1677",2023-09-09,237.97,46,"female","CAN","Windows Desktop"
"H2760",2023-09-09,0,54,"male","US","Windows Desktop"
"J675",2023-09-09,0,66,"female","UK","macOS Desktop"
"K303",2023-09-09,0,41,"female","UK","iOS"
"N1893",2023-09-09,0,21,"male","MEX","iOS"
"L586",2023-09-09,0,53,"male","GER","Windows Desktop"
"S2847",2023-09-09,0,45,"female","US","Windows Desktop"
"S1760",2023-09-09,0,53,"male","US","Android"
"M163",2023-09-09,0,49,"male","US","Windows Desktop"
"Z2217",2023-09-09,0,27,"female","AUS","iOS"
"Z2499",2023-09-09,0,45,"male","US","macOS Desktop"
"J667",2023-09-09,0,32,"non-binary","MEX","Android"
"J352",2023-09-09,0,24,"female","CAN","Windows Desktop"
"M669",2023-09-09,0,9,"female","MEX","Windows Desktop"
"X2176",2023-09-09,0,25,"female","GER","Windows Desktop"
"G1983",2023-09-09,0,32,"female","CAN","Android"
"H1775",2023-09-09,0,27,"male","MEX","Android"
"G1111",2023-09-09,0,24,"male","UK","iOS"
"J2319",2023-09-09,60.94,37,"male","AUS","iOS"
"F1086",2023-09-09,0,82,"male","MEX","Android"
"Q2967",2023-09-09,0,41,"female","CAN","Windows Desktop"
"E1484",2023-09-09,0,2,"female","US","iOS"
"Y1072",2023-09-09,0,29,"female","GER","Windows Desktop"
"I1331",2023-09-09,0,21,"male","AUS","iOS"
"S2855",2023-09-09,0,23,"female","CAN","Windows Desktop"
"X987",2023-09-09,0,64,"female","GER","Android"
"R2770",2023-09-09,468.72,34,"female","CAN","iOS"
"D1413",2023-09-09,0,54,"female","US","Android"
"T604",2023-09-09,0,51,"female","CAN","macOS Desktop"
"W2416",2023-09-09,0,52,"female","CAN","Android"
"D2563",2023-09-09,226.27,58,"female","GER","Android"
"O1436",2023-09-09,0,37,"female","GER","Android"
"D2746",2023-09-09,0,12,"male","GER","iOS"
"T1317",2023-09-09,34.05,69,"male","CAN","Android"
"P674",2023-09-09,389.88,46,"male","MEX","Windows Desktop"
"S1980",2023-09-09,0,10,"male","AUS","Windows Desktop"
"O2813",2023-09-09,0,44,"female","AUS","Windows Desktop"
"L480",2023-09-09,530.87,31,"male","MEX","iOS"
"P1010",2023-09-09,251.14,57,"female","US","Android"
"S2596",2023-09-09,0,48,"female","US","iOS"
"H852",2023-09-09,0,69,"male","CAN","Windows Desktop"
"T2095",2023-09-09,0,39,"female","CAN","Android"
"R953",2023-09-09,164.81,58,"male","MEX","Android"
"V2706",2023-09-09,0,44,"female","UK","iOS"
"S2905",2023-09-09,0,51,"male","GER","Windows Desktop"
"X412",2023-09-09,0,37,"female","UK","Android"
"I620",2023-09-09,0,4,"non-binary","GER","Windows Desktop"
"A1621",2023-09-09,122.52,63,"female","AUS","Windows Desktop"
"I1494",2023-09-09,0,38,"male","CAN","iOS"
"R2158",2023-09-09,0,52,"female","US","Android"
"L906",2023-09-09,0,50,"male","AUS","macOS Desktop"
"K2374",2023-09-09,0,41,"female","CAN","Windows Desktop"
"R1982",2023-09-09,0,41,"male","GER","Windows Desktop"
"N995",2023-09-09,0,69,"female","MEX","Windows Desktop"
"U773",2023-09-09,0,40,"male","US","Windows Desktop"
"H2160",2023-09-09,0,44,"non-binary","MEX","iOS"
"M1812",2023-09-09,0,40,"male","UK","Linux Desktop"
"H2174",2023-09-09,0,46,"transgender","GER","Android"
"Z1909",2023-09-09,0,82,"female","UK","Android"
"C758",2023-09-09,0,48,"male","UK","Windows Desktop"
"S1481",2023-09-09,0,33,"male","CAN","Windows Desktop"
"P793",2023-09-09,0,52,"non-binary","MEX","Android"
"F2034",2023-09-09,0,35,"male","US","Windows Desktop"
"M1502",2023-09-09,0,30,"male","CAN","iOS"
"M416",2023-09-09,0,28,"female","CAN","Windows Desktop"
"Q2151",2023-09-09,37.55,44,"male","CAN","Android"
"R418",2023-09-09,0,46,"male","CAN","Android"
"U2218",2023-09-09,0,31,"female","MEX","Windows Desktop"
"X2048",2023-09-09,0,15,"female","UK","Android"
"Q691",2023-09-09,0,18,"female","AUS","macOS Desktop"
"Z701",2023-09-09,230.15,41,"male","UK","Android"
"K2930",2023-09-09,0,29,"female","AUS","Windows Desktop"
"L2375",2023-09-09,0,48,"female","AUS","Android"
"A2183",2023-09-09,0,35,"male","CAN","Windows Desktop"
"R2568",2023-09-09,0,46,"female","MEX","Windows Desktop"
"R2404",2023-09-09,0,33,"female","US","Windows Desktop"
"L2138",2023-09-09,0,34,"female","CAN","Android"
"V1299",2023-09-10,0,32,"female","UK","Android"
"W737",2023-09-10,0,37,"female","US","Windows Desktop"
"J508",2023-09-10,0,55,"male","UK","iOS"
"K1561",2023-09-10,0,32,"female","US","Windows Desktop"
"W2910",2023-09-10,0,49,"male","AUS","Windows Desktop"
"X2903",2023-09-10,0,58,"female","US","Windows Desktop"
"X101",2023-09-10,0,55,"female","AUS","Android"
"R994",2023-09-10,0,37,"male","GER","iOS"
"I267",2023-09-10,0,63,"male","CAN","Windows Desktop"
"L1630",2023-09-10,0,33,"female","GER","iOS"
"U1356",2023-09-10,0,15,"female","US","Android"
"A2455",2023-09-10,0,59,"female","US","Windows Desktop"
"S1516",2023-09-10,0,51,"male","AUS","iOS"
"O214",2023-09-10,0,56,"female","GER","Android"
"I2698",2023-09-10,0,34,"female","UK","iOS"
"D2377",2023-09-10,0,61,"male","UK","Android"
"A1525",2023-09-10,0,48,"female","US","iOS"
"K408",2023-09-10,0,21,"male","CAN","Android"
"H1676",2023-09-10,0,42,"male","CAN","Android"
"V2843",2023-09-10,0,60,"male","MEX","Windows Desktop"
"S1645",2023-09-10,0,28,"male","MEX","Windows Desktop"
"M1611",2023-09-10,0,56,"female","AUS","Windows Desktop"
"U840",2023-09-10,0,30,"non-binary","MEX","Linux Desktop"
"L2150",2023-09-10,0,21,"male","MEX","Android"
"X571",2023-09-10,0,42,"male","UK","Windows Desktop"
"K2577",2023-09-10,0,29,"male","GER","Android"
"O220",2023-09-10,0,51,"male","MEX","Windows Desktop"
"W2151",2023-09-10,0,32,"female","CAN","Windows Desktop"
"S1127",2023-09-10,0,33,"male","CAN","macOS Desktop"
"O506",2023-09-10,311.43,35,"female","MEX","Windows Desktop"
"A2797",2023-09-10,255.13,25,"female","CAN","Windows Desktop"
"M2326",2023-09-10,0,50,"female","MEX","Android"
"G2761",2023-09-10,0,41,"female","CAN","Android"
"J1783",2023-09-10,0,42,"male","MEX","Android"
"R222",2023-09-10,0,50,"female","UK","iOS"
"V786",2023-09-10,0,30,"male","CAN","macOS Desktop"
"Y1825",2023-09-10,0,57,"female","CAN","Linux Desktop"
"T1539",2023-09-10,0,46,"male","US","Windows Desktop"
"R2992",2023-09-10,0,40,"non-binary","US","Android"
"X1679",2023-09-10,0,19,"female","US","Android"
"A2614",2023-09-10,163.07,48,"male","AUS","iOS"
"Q1522",2023-09-10,0,39,"non-binary","US","Windows Desktop"
"A2436",2023-09-10,174.21,35,"male","CAN","Android"
"F2697",2023-09-10,0,49,"male","CAN","Android"
"N1793",2023-09-10,0,48,"female","US","iOS"
"R464",2023-09-10,0,46,"female","CAN","iOS"
"W574",2023-09-10,0,31,"female","US","Android"
"C362",2023-09-10,0,40,"male","AUS","Windows Desktop"
"O1891",2023-09-10,0,37,"female","MEX","Android"
"F1791",2023-09-10,0,69,"female","MEX","macOS Desktop"
"G279",2023-09-10,0,44,"female","CAN","Windows Desktop"
"C1721",2023-09-10,0,62,"female","AUS","Windows Desktop"
"T1625",2023-09-10,0,65,"female","CAN","Windows Desktop"
"O2369",2023-09-10,0,29,"female","GER","Android"
"C2035",2023-09-10,0,42,"male","UK","Android"
"B1110",2023-09-10,0,45,"female","GER","Windows Desktop"
"U2069",2023-09-10,0,35,"non-binary","GER","Android"
"S888",2023-09-10,0,41,"male","CAN","iOS"
"K798",2023-09-10,0,47,"male","CAN","Windows Desktop"
"U165",2023-09-10,0,38,"female","GER","Windows Desktop"
"N1372",2023-09-10,0,17,"female","AUS","macOS Desktop"
"N114",2023-09-10,0,29,"male","UK","Android"
"H2442",2023-09-10,0,36,"female","AUS","macOS Desktop"
"Y2316",2023-09-10,0,57,"male","US","iOS"
"C2320",2023-09-10,0,27,"male","GER","Android"
"B619",2023-09-10,0,55,"male","GER","Windows Desktop"
"P168",2023-09-10,0,55,"female","CAN","macOS Desktop"
"V1556",2023-09-10,0,35,"female","GER","macOS Desktop"
"U1580",2023-09-10,0,23,"non-binary","GER","Android"
"R2046",2023-09-10,0,40,"female","MEX","Android"
"B1277",2023-09-10,0,79,"non-binary","MEX","Android"
"J2724",2023-09-10,0,35,"male","GER","Android"
"C1020",2023-09-10,255.47,37,"female","MEX","Windows Desktop"
"L2878",2023-09-10,0,39,"male","MEX","macOS Desktop"
"R1002",2023-09-10,0,30,"female","MEX","Android"
"S1278",2023-09-10,0,43,"female","AUS","Windows Desktop"
"H941",2023-09-10,0,50,"male","CAN","iOS"
"M2715",2023-09-10,302.59,24,"female","US","Windows Desktop"
"N609",2023-09-10,0,47,"female","UK","Android"
"D2474",2023-09-10,0,42,"female","US","Android"
"Y799",2023-09-10,0,44,"female","GER","macOS Desktop"
"I964",2023-09-10,0,33,"female","CAN","Windows Desktop"
"A2025",2023-09-10,0,44,"male","AUS","Windows Desktop"
"R591",2023-09-10,0,47,"female","UK","Android"
"D2692",2023-09-10,0,30,"male","US","Android"
"T884",2023-09-10,0,38,"female","US","Windows Desktop"
"X605",2023-09-10,58.72,32,"non-binary","US","Windows Desktop"
"O502",2023-09-10,0,59,"female","CAN","iOS"
"K961",2023-09-10,0,28,"female","GER","Windows Desktop"
"Q2214",2023-09-10,0,38,"female","MEX","iOS"
"W2658",2023-09-10,0,4,"female","GER","Android"
"W2912",2023-09-10,0,36,"female","GER","Windows Desktop"
"Q1725",2023-09-10,142.24,40,"female","AUS","macOS Desktop"
"S2634",2023-09-10,0,35,"female","AUS","macOS Desktop"
"D2991",2023-09-10,0,28,"female","MEX","iOS"
"Y2173",2023-09-10,0,34,"female","MEX","Windows Desktop"
"Y2412",2023-09-10,0,41,"female","MEX","Windows Desktop"
"L1078",2023-09-10,0,17,"female","US","iOS"
"S943",2023-09-10,0,35,"male","CAN","Windows Desktop"
"P2014",2023-09-10,0,49,"female","AUS","Windows Desktop"
"H1639",2023-09-10,0,54,"male","AUS","iOS"
"W2283",2023-09-10,0,19,"female","CAN","Android"
"Y1549",2023-09-10,0,58,"male","CAN","Android"
"L1820",2023-09-10,0,37,"female","MEX","Android"
"X1709",2023-09-10,0,32,"female","UK","iOS"
"D939",2023-09-10,0,24,"female","US","Android"
"L479",2023-09-10,0,40,"male","US","Android"
"A1756",2023-09-10,0,34,"male","CAN","macOS Desktop"
"H405",2023-09-10,0,51,"female","CAN","Windows Desktop"
"H1972",2023-09-10,0,43,"female","CAN","Windows Desktop"
"N2236",2023-09-10,0,36,"male","UK","Windows Desktop"
"F2846",2023-09-10,0,42,"male","CAN","Windows Desktop"
"F2650",2023-09-10,0,34,"female","UK","macOS Desktop"
"F544",2023-09-10,0,42,"female","MEX","Android"
"H1081",2023-09-10,0,35,"male","US","Windows Desktop"
"V1104",2023-09-10,0,33,"male","UK","macOS Desktop"
"B2078",2023-09-10,0,47,"female","AUS","Android"
"P2597",2023-09-10,0,44,"female","AUS","Windows Desktop"
"B541",2023-09-10,0,32,"female","AUS","Android"
"P384",2023-09-10,0,50,"female","US","Windows Desktop"
"B2881",2023-09-10,0,40,"female","US","macOS Desktop"
"T2169",2023-09-10,0,28,"male","GER","Android"
"B2194",2023-09-10,0,38,"female","US","iOS"
"B1127",2023-09-10,0,12,"female","GER","Windows Desktop"
"R1551",2023-09-10,0,45,"male","UK","Windows Desktop"
"T195",2023-09-10,0,32,"male","UK","Windows Desktop"
"S2711",2023-09-10,397.68,61,"male","MEX","iOS"
"A688",2023-09-10,0,51,"male","CAN","Android"
"G1729",2023-09-10,0,14,"male","CAN","Windows Desktop"
"D498",2023-09-10,0,45,"male","GER","Android"
"D1830",2023-09-10,0,60,"male","MEX","Android"
"Y1638",2023-09-10,0,71,"male","MEX","Windows Desktop"
"G2687",2023-09-10,0,32,"male","GER","Android"
"F849",2023-09-10,0,36,"male","MEX","Android"
"O986",2023-09-10,0,32,"female","US","Windows Desktop"
"C2359",2023-09-10,0,24,"female","CAN","macOS Desktop"
"P2065",2023-09-10,188.68,18,"female","AUS","Windows Desktop"
"B2144",2023-09-10,0,36,"male","CAN","Windows Desktop"
"C997",2023-09-10,0,49,"male","UK","Android"
"G587",2023-09-10,0,36,"female","MEX","Android"
"Z691",2023-09-10,0,50,"female","AUS","Android"
"G1210",2023-09-11,0,56,"female","MEX","Windows Desktop"
"S282",2023-09-11,140.68,21,"male","GER","Windows Desktop"
"B519",2023-09-11,0,41,"female","US","iOS"
"Y646",2023-09-11,0,25,"female","AUS","Android"
"E1961",2023-09-11,0,64,"male","MEX","iOS"
"W1000",2023-09-11,0,40,"male","US","Windows Desktop"
"F597",2023-09-11,0,21,"male","UK","Android"
"I2351",2023-09-11,0,40,"female","CAN","iOS"
"U1699",2023-09-11,0,56,"male","GER","iOS"
"G1467",2023-09-11,0,42,"female","UK","Windows Desktop"
"O674",2023-09-11,0,32,"male","MEX","Windows Desktop"
"F2562",2023-09-11,0,17,"female","AUS","Windows Desktop"
"D1172",2023-09-11,0,55,"male","AUS","iOS"
"L826",2023-09-11,0,31,"male","UK","Windows Desktop"
"P2167",2023-09-11,0,40,"female","AUS","Windows Desktop"
"X2352",2023-09-11,0,21,"female","GER","iOS"
"G804",2023-09-11,0,38,"female","MEX","Android"
"I2724",2023-09-11,0,48,"female","MEX","Android"
"M1591",2023-09-11,0,31,"female","GER","Windows Desktop"
"C2083",2023-09-11,67.65,51,"female","GER","macOS Desktop"
"R352",2023-09-11,0,41,"male","UK","Android"
"X2288",2023-09-11,0,24,"female","MEX","Windows Desktop"
"Z2395",2023-09-11,414.69,62,"female","GER","Windows Desktop"
"Y764",2023-09-11,405.11,34,"female","US","Windows Desktop"
"P939",2023-09-11,0,36,"non-binary","AUS","iOS"
"N264",2023-09-11,0,43,"transgender","US","macOS Desktop"
"G1609",2023-09-11,43.13,61,"female","MEX","Windows Desktop"
"A2626",2023-09-11,0,44,"female","AUS","Android"
"N1639",2023-09-11,0,45,"male","GER","iOS"
"F2593",2023-09-11,169.97,35,"male","GER","iOS"
"M2294",2023-09-11,0,58,"non-binary","UK","Windows Desktop"
"Y2492",2023-09-11,0,30,"male","AUS","iOS"
