"departament_id","intervention","engagement_score","tenure","n_of_reports","gender","role","last_engagement_score","department_score","department_size"
60,1,-0.25,6,6,1,3,0.24,0,236
60,0,-1.13,5,8,2,3,-0.71,0,236
60,1,-0.92,7,4,1,3,0.93,0,236
60,1,0.19,7,4,1,3,1.32,0,236
60,0,0,6,2,2,3,0.99,0,236
60,0,0.07,6,8,2,3,-0.3,0,236
60,0,-1.09,5,4,1,3,1.3,0,236
60,0,0.05,3,4,1,3,2.2,0,236
60,0,-1.9,5,8,2,3,-0.73,0,236
60,0,-1.14,5,4,1,3,0.99,0,236
60,0,-1.46,3,4,1,3,1.81,0,236
60,0,-1.3,5,4,2,3,-0.78,0,236
60,0,-0.44,6,4,2,3,0.66,0,236
60,0,0.35,4,4,1,3,2.69,0,236
60,0,-1.3,1,4,2,3,0.36,0,236
59,1,0.94,7,5,1,2,0.72,-1,818
59,1,0.24,5,4,1,2,0.77,-1,818
59,1,1.21,5,2,2,2,-0.48,-1,818
59,1,1.9,6,5,1,2,1.36,-1,818
59,1,-0.14,5,4,1,2,0.9,-1,818
59,1,-0.12,5,4,1,2,1.26,-1,818
59,1,-1.44,6,4,2,2,2,-1,818
59,0,0.3,4,5,2,2,3.27,-1,818
59,0,0.08,5,6,1,2,1.38,-1,818
59,1,0.52,5,4,2,2,3.02,-1,818
59,0,-1.16,4,8,2,2,1.44,-1,818
59,1,-1.41,5,4,2,2,1.43,-1,818
59,1,-0.43,5,4,2,2,2.51,-1,818
59,0,0.48,6,4,1,2,2.07,-1,818
59,1,-0.97,4,4,1,2,1.46,-1,818
59,0,-0.41,6,2,2,2,1.7,-1,818
59,1,-1.52,5,4,1,2,0.05,-1,818
59,1,1.39,7,5,2,2,2.33,-1,818
59,0,0.34,6,4,2,2,1.68,-1,818
59,0,0.05,5,4,1,2,1.2,-1,818
59,0,-0.33,5,2,1,2,1.61,-1,818
59,1,1.36,7,4,1,2,0.47,-1,818
59,0,1.1,6,4,2,2,1.97,-1,818
59,1,1,7,5,1,2,2.01,-1,818
59,0,-1.35,4,4,1,2,0.8,-1,818
59,1,0.25,6,5,1,2,1.89,-1,818
59,0,-0.88,5,6,2,2,1.22,-1,818
59,1,0.75,4,4,1,2,-0.31,-1,818
59,0,-0.28,5,4,1,2,1.1,-1,818
59,1,0.94,6,4,2,2,2.08,-1,818
59,1,0.33,6,4,1,2,2.72,-1,818
59,0,-0.44,5,4,2,2,1.11,-1,818
59,1,0.91,6,4,1,2,0.87,-1,818
59,0,0.41,4,4,2,2,0.85,-1,818
59,1,-0.3,6,2,2,2,1.86,-1,818
59,1,0.93,7,5,1,2,0.01,-1,818
59,0,0.45,6,4,2,2,1.03,-1,818
59,0,0.15,5,4,1,2,1.69,-1,818
59,0,-1.12,3,4,2,2,1.39,-1,818
59,1,0.94,6,5,2,2,1.21,-1,818
59,1,-0.24,6,4,1,2,1.16,-1,818
59,0,0.45,6,4,1,2,1.23,-1,818
59,0,0.5,7,4,1,2,1.48,-1,818
59,1,0.46,6,4,1,2,1.85,-1,818
59,0,-0.55,5,4,1,2,3.56,-1,818
59,0,1.36,5,4,1,2,1.15,-1,818
59,0,-0.91,6,4,2,2,0.41,-1,818
59,0,0.1,6,4,2,2,2.93,-1,818
59,0,-0.71,5,4,1,2,-0.31,-1,818
59,1,-0.73,5,4,2,2,1.52,-1,818
59,1,0.03,7,4,1,2,1.52,-1,818
59,1,-1.74,6,4,1,2,1.91,-1,818
59,0,0.92,5,4,2,2,1.24,-1,818
59,0,-0.72,6,4,2,2,1.09,-1,818
59,1,0.75,6,4,1,2,1.62,-1,818
59,0,-0.17,5,4,1,2,2.25,-1,818
59,1,0.5,7,4,2,2,1.08,-1,818
59,1,-0.29,6,4,2,2,0.41,-1,818
59,1,-0.42,6,4,1,2,0.84,-1,818
59,0,1.05,7,4,1,2,0.93,-1,818
59,0,-0.16,7,4,2,2,0.83,-1,818
59,1,-0.61,5,4,2,2,-0.59,-1,818
59,1,-0.6,6,4,2,2,0.63,-1,818
59,0,0.74,6,4,1,2,1.76,-1,818
59,1,-0.87,5,1,2,2,-0.11,-1,818
59,0,-0.65,3,4,1,2,2.3,-1,818
59,0,1.47,5,8,1,2,0.77,-1,818
59,0,0.75,5,4,2,2,1.04,-1,818
59,0,0.44,5,4,2,2,2.1,-1,818
59,1,-0.96,3,7,1,2,0.83,-1,818
59,1,-1.6,5,4,2,2,4.21,-1,818
59,1,2.19,7,5,2,2,1.16,-1,818
59,0,-0.46,6,4,2,2,1.51,-1,818
59,0,-0.88,5,4,2,2,0.41,-1,818
59,0,-0.63,5,4,1,2,-0.42,-1,818
59,1,-2.16,5,2,2,2,1.88,-1,818
59,1,-0.74,4,2,1,2,2.24,-1,818
59,0,0.92,6,5,1,2,-0.2,-1,818
59,0,-1.24,6,2,1,2,1.89,-1,818
59,1,0.92,6,4,1,2,1.2,-1,818
59,0,-1.41,5,4,1,2,4.26,-1,818
59,1,1.12,7,4,1,2,1.92,-1,818
59,1,-0.77,5,4,1,2,2.81,-1,818
59,1,1.38,6,4,1,2,1.94,-1,818
59,1,0.22,6,1,2,2,0.95,-1,818
59,1,-1.33,5,4,2,2,0.76,-1,818
59,0,0.6,6,4,1,2,1.77,-1,818
59,0,-1.1,4,4,1,2,1.23,-1,818
59,1,-1.54,3,8,1,2,0.36,-1,818
59,1,0.92,5,4,1,2,-0.47,-1,818
59,1,-1.22,5,4,2,2,2.56,-1,818
59,1,0.97,6,5,2,2,1.24,-1,818
59,0,-2.36,4,8,1,2,-0.04,-1,818
59,0,0.73,6,5,2,2,3.68,-1,818
59,1,-0.14,5,5,2,2,-0.44,-1,818
59,0,-1.15,2,1,2,2,1.52,-1,818
59,0,0.47,6,4,1,2,1.72,-1,818
59,0,-0.06,6,1,1,2,0.98,-1,818
59,1,-1.68,4,4,1,2,0.73,-1,818
59,1,-0.1,4,5,2,2,2.73,-1,818
59,0,-0.97,5,4,2,2,1.01,-1,818
59,0,-1.32,3,4,2,2,0.95,-1,818
59,1,1.53,7,5,1,2,0.35,-1,818
59,1,0.4,6,4,2,2,1.13,-1,818
59,0,1.29,6,4,2,2,0.75,-1,818
59,1,-0.26,4,1,2,2,0.31,-1,818
59,0,-0.47,4,4,1,2,2.04,-1,818
59,0,-0.2,6,1,1,2,2.74,-1,818
59,1,0.85,6,1,1,2,2.05,-1,818
59,0,-1.33,5,8,1,2,-1.32,-1,818
59,0,2.15,6,5,2,2,1.12,-1,818
59,1,0.25,6,4,2,2,2.51,-1,818
59,1,0.34,6,4,1,2,-1.53,-1,818
59,1,-0.12,5,4,1,2,1.25,-1,818
59,1,0.21,5,4,2,2,3.76,-1,818
59,1,-1.15,6,1,1,2,2.81,-1,818
59,0,-1.03,5,4,1,2,2.49,-1,818
59,1,-0.83,5,2,2,2,0.95,-1,818
59,1,1,6,8,1,2,1.39,-1,818
59,1,-0.31,6,4,2,2,0.29,-1,818
59,1,0.99,6,5,1,2,2.2,-1,818
59,0,-1.44,5,8,2,2,1.13,-1,818
59,0,-0.37,5,4,2,2,0.82,-1,818
59,0,-1.4,5,4,2,2,0,-1,818
59,1,-0.67,6,5,2,2,1.39,-1,818
59,0,0.88,5,4,1,2,2.14,-1,818
59,0,-0.85,5,5,2,2,1.66,-1,818
59,0,0.71,7,5,1,2,-0.95,-1,818
59,0,-0.87,5,4,1,2,0.58,-1,818
58,0,0.03,3,1,2,1,0.02,-1,1732
58,0,-0.09,5,4,1,1,-0.87,-1,1732
58,0,0.24,5,1,2,1,0.39,-1,1732
58,0,-2.07,5,4,2,1,-0.14,-1,1732
58,1,-0.5,5,5,1,1,-1.23,-1,1732
58,1,-0.35,6,4,1,1,-0.4,-1,1732
58,1,0.72,5,4,2,1,-0.48,-1,1732
58,1,-0.02,6,4,2,1,0.65,-1,1732
58,1,-0.83,5,4,2,1,0.68,-1,1732
58,0,1.18,5,5,1,1,1.35,-1,1732
58,0,1.15,6,4,1,1,-0.74,-1,1732
58,0,-0.47,6,8,2,1,1.19,-1,1732
58,1,-0.48,6,5,1,1,0.08,-1,1732
58,0,1.11,7,4,1,1,-0.9,-1,1732
58,0,-0.97,5,4,2,1,0.16,-1,1732
58,0,-0.7,5,4,1,1,-1.27,-1,1732
58,0,-1.76,4,1,1,1,-0.22,-1,1732
58,0,-1.24,7,2,2,1,-1.54,-1,1732
58,1,-1.34,6,4,2,1,2.61,-1,1732
58,0,0.62,5,4,2,1,0.61,-1,1732
58,0,1.01,6,4,2,1,-0.86,-1,1732
58,0,-0.5,5,8,1,1,-2.09,-1,1732
58,0,-0.72,6,4,1,1,-0.75,-1,1732
58,0,-1.05,5,4,2,1,2.81,-1,1732
58,1,-1.32,5,8,1,1,0.15,-1,1732
58,1,-0.32,5,4,1,1,-0.88,-1,1732
58,0,-0.25,5,8,2,1,-0.12,-1,1732
58,0,-0.67,4,1,1,1,-0.39,-1,1732
58,0,-0.08,6,4,1,1,-0.06,-1,1732
58,1,-0.91,6,8,1,1,-0.82,-1,1732
58,1,0.09,6,4,1,1,-1.3,-1,1732
58,0,-0.07,6,8,2,1,1.84,-1,1732
58,0,-0.34,5,1,1,1,-0.7,-1,1732
58,0,-0.61,6,4,2,1,0.12,-1,1732
58,0,0.42,6,4,2,1,2.79,-1,1732
58,1,-0.38,7,8,1,1,-0.36,-1,1732
58,1,0.25,6,4,1,1,-1.61,-1,1732
58,0,-0.18,6,4,1,1,-0.43,-1,1732
58,0,0.33,1,4,2,1,0.26,-1,1732
58,0,-0.75,5,4,1,1,-0.39,-1,1732
58,1,-1.13,5,8,1,1,-1.23,-1,1732
58,0,0.05,6,4,2,1,-1.51,-1,1732
58,0,0.79,5,4,1,1,-0.64,-1,1732
58,0,1.59,6,4,1,1,-0.65,-1,1732
58,0,-1.85,5,5,2,1,0.59,-1,1732
58,1,-1.18,6,4,2,1,0.3,-1,1732
58,0,0.41,6,8,2,1,0.11,-1,1732
58,0,-0.5,5,4,1,1,-1.2,-1,1732
58,1,0.07,6,4,1,1,1.29,-1,1732
58,0,-2.3,6,4,2,1,-0.42,-1,1732
58,0,-1.15,6,4,2,1,-0.38,-1,1732
58,0,-0.35,5,4,1,1,1.61,-1,1732
58,1,-0.42,6,2,1,1,1.19,-1,1732
58,0,-0.88,5,4,2,1,1.25,-1,1732
58,0,0.06,6,4,2,1,-0.1,-1,1732
58,0,-0.7,5,1,2,1,-0.47,-1,1732
58,1,-1.97,4,4,1,1,0.16,-1,1732
58,0,0.15,6,4,1,1,1.57,-1,1732
58,0,0.01,6,1,1,1,-1.15,-1,1732
58,0,-0.2,6,4,2,1,-0.9,-1,1732
58,0,0.75,6,4,2,1,0.9,-1,1732
58,0,-1.74,1,4,2,1,-0.22,-1,1732
58,0,1.02,7,1,1,1,-1.65,-1,1732
58,0,-0.57,6,8,2,1,-0.69,-1,1732
58,1,0,6,4,2,1,-1.16,-1,1732
58,1,-0.44,6,4,2,1,-0.24,-1,1732
58,0,-0.63,5,4,1,1,0.19,-1,1732
58,1,0.4,7,4,1,1,-0.82,-1,1732
58,0,-1.2,6,4,2,1,-0.9,-1,1732
58,0,-0.48,5,4,2,1,0.4,-1,1732
58,0,-0.18,6,2,1,1,1.07,-1,1732
58,0,-0.3,7,4,2,1,0.57,-1,1732
58,1,-1.05,7,4,2,1,-0.85,-1,1732
58,0,0.16,6,4,1,1,1.29,-1,1732
58,1,0.98,5,8,2,1,1.23,-1,1732
58,1,0.86,5,1,1,1,-2.08,-1,1732
58,0,-0.3,6,4,2,1,-1.02,-1,1732
58,0,0.87,6,1,2,1,-1.67,-1,1732
58,1,-1.81,5,4,2,1,-0.26,-1,1732
58,0,-2.25,5,8,1,1,0.47,-1,1732
58,0,-2.26,5,4,2,1,0.76,-1,1732
58,1,1.49,6,4,2,1,0.89,-1,1732
58,0,-1.66,6,4,2,1,-1.18,-1,1732
58,1,-0.25,6,4,1,1,0.59,-1,1732
58,0,1.57,6,4,1,1,0.79,-1,1732
58,0,-0.61,4,1,1,1,-2.4,-1,1732
58,0,-0.12,6,4,1,1,0.27,-1,1732
58,1,1.38,7,4,2,1,-0.3,-1,1732
58,1,1.24,7,4,1,1,-1.28,-1,1732
58,0,-0.87,5,4,2,1,-0.8,-1,1732
58,0,-0.59,5,4,1,1,-0.46,-1,1732
58,0,1.12,7,8,1,1,-0.29,-1,1732
58,1,-0.55,6,8,1,1,-1.67,-1,1732
58,0,0.34,6,5,2,1,-1.03,-1,1732
58,0,-0.42,6,4,2,1,0.09,-1,1732
58,1,-1.8,5,4,2,1,-0.11,-1,1732
58,0,-1.05,6,8,2,1,-0.2,-1,1732
58,0,-1.17,4,4,2,1,2.32,-1,1732
58,1,-0.38,4,8,1,1,-0.23,-1,1732
58,0,-0.15,3,1,2,1,-0.32,-1,1732
58,0,-0.88,5,2,2,1,-2.44,-1,1732
58,0,-0.82,7,2,2,1,0.47,-1,1732
58,1,-1.02,6,4,2,1,1.83,-1,1732
58,0,-0.43,5,4,1,1,-1.81,-1,1732
58,0,-1.5,6,4,1,1,1.81,-1,1732
58,1,-0.69,7,4,1,1,0.82,-1,1732
58,1,0.81,6,4,1,1,-1.31,-1,1732
58,0,-1.06,4,4,1,1,-2.25,-1,1732
58,1,-2.19,5,8,1,1,-1.85,-1,1732
58,0,-1.28,5,4,1,1,-1.4,-1,1732
58,1,-0.29,5,2,2,1,0.86,-1,1732
58,0,-2.02,5,4,1,1,-1.03,-1,1732
58,0,-1,6,8,1,1,1.7,-1,1732
58,1,0.29,6,8,1,1,0.51,-1,1732
58,0,-0.43,5,4,1,1,-1.34,-1,1732
58,1,0.9,7,5,1,1,0.23,-1,1732
58,1,-0.33,6,2,2,1,-1.33,-1,1732
58,0,-1.17,5,8,2,1,-0.45,-1,1732
58,1,-0.06,7,4,2,1,-0.44,-1,1732
58,1,-0.42,6,4,2,1,-0.08,-1,1732
58,1,-0.69,6,4,2,1,-1.05,-1,1732
58,0,0.42,7,4,1,1,1.13,-1,1732
58,0,0.18,6,4,1,1,-0.35,-1,1732
58,0,0.43,5,4,2,1,0.15,-1,1732
58,0,0.2,5,4,2,1,-0.73,-1,1732
58,0,1.17,6,4,1,1,-0.42,-1,1732
58,0,-0.06,6,4,2,1,-0.76,-1,1732
58,0,-1.07,5,4,1,1,-0.24,-1,1732
58,1,0.88,6,4,1,1,-0.68,-1,1732
58,1,-0.93,5,4,1,1,-2.71,-1,1732
58,0,-1.9,3,4,1,1,-1.48,-1,1732
58,0,-0.43,6,4,1,1,0.05,-1,1732
58,0,-0.11,6,4,2,1,-0.75,-1,1732
58,0,-1.7,4,2,1,1,-0.29,-1,1732
58,1,-1.41,5,4,2,1,-0.73,-1,1732
58,0,-0.57,6,4,1,1,-0.28,-1,1732
58,0,-0.35,7,4,2,1,-0.21,-1,1732
58,0,-0.16,5,8,2,1,-1.75,-1,1732
58,1,0.95,6,4,2,1,0.74,-1,1732
58,0,-0.35,6,4,2,1,-1.01,-1,1732
58,1,-0.2,6,4,2,1,-0.01,-1,1732
58,0,-0.99,6,4,2,1,-1.55,-1,1732
58,0,-0.93,6,4,1,1,-0.36,-1,1732
58,0,0.57,7,4,2,1,-0.04,-1,1732
58,0,-0.97,7,4,1,1,-0.7,-1,1732
58,0,-1.6,5,5,2,1,1.02,-1,1732
58,1,0.66,6,4,2,1,0.65,-1,1732
58,1,-0.58,6,4,2,1,-0.55,-1,1732
58,0,-0.7,5,4,1,1,2.42,-1,1732
58,0,-1.89,5,5,2,1,1.21,-1,1732
58,1,-1.51,6,8,2,1,0.94,-1,1732
58,0,-0.13,6,4,2,1,-1.48,-1,1732
58,0,-1.03,3,4,2,1,-0.16,-1,1732
58,1,-1.35,5,4,2,1,1.24,-1,1732
58,0,-1.41,6,4,1,1,-1.1,-1,1732
58,0,-0.78,6,4,1,1,-1.76,-1,1732
58,0,-0.56,5,5,2,1,-2.05,-1,1732
58,1,-0.84,5,4,2,1,-0.25,-1,1732
58,0,-1.78,6,4,2,1,0.15,-1,1732
58,0,-0.97,3,1,1,1,-0.3,-1,1732
58,1,1.13,6,4,1,1,-1.21,-1,1732
58,0,-0.23,4,4,1,1,-0.08,-1,1732
58,0,-0.78,4,4,2,1,0.63,-1,1732
58,0,0.01,6,4,2,1,-1.32,-1,1732
58,1,1.24,6,4,2,1,0.16,-1,1732
58,0,-0.1,6,4,2,1,0.9,-1,1732
58,0,-1.87,6,4,2,1,1.64,-1,1732
58,0,0.11,6,4,2,1,0.83,-1,1732
58,0,-2.02,5,4,2,1,2.09,-1,1732
58,1,-0.67,6,4,2,1,-0.21,-1,1732
58,0,-2.15,4,4,2,1,-0.35,-1,1732
58,0,0.46,6,2,1,1,-0.35,-1,1732
58,0,-0.32,6,4,1,1,0.7,-1,1732
58,1,0.38,7,4,1,1,0.63,-1,1732
58,0,-1.88,6,4,2,1,-0.99,-1,1732
58,0,-0.19,6,4,2,1,-0.13,-1,1732
58,0,0.08,5,4,2,1,1.3,-1,1732
58,1,0.4,7,4,1,1,-0.61,-1,1732
58,0,-1.4,5,4,1,1,-0.81,-1,1732
58,0,-0.39,6,2,2,1,1.79,-1,1732
58,0,-1.47,5,4,2,1,-1.14,-1,1732
58,1,-1.04,6,4,2,1,-0.23,-1,1732
58,0,0.19,7,4,1,1,-0.44,-1,1732
58,0,-1.16,3,4,1,1,-0.2,-1,1732
58,0,-0.09,6,4,1,1,-1.07,-1,1732
58,0,-0.82,7,8,1,1,-0.15,-1,1732
58,0,-0.7,5,4,1,1,-0.15,-1,1732
58,1,0.96,6,4,1,1,0.15,-1,1732
58,0,-0.42,5,4,2,1,-0.98,-1,1732
58,0,-1.32,6,4,1,1,-0.79,-1,1732
58,1,-0.43,5,4,2,1,2.14,-1,1732
58,0,-1.3,6,4,2,1,0.66,-1,1732
58,0,-0.19,5,4,2,1,-0.27,-1,1732
58,0,0.42,6,4,2,1,0.32,-1,1732
58,1,-0.45,6,4,1,1,-0.14,-1,1732
58,1,-0.42,6,4,2,1,-0.54,-1,1732
58,0,-0.42,6,4,2,1,-0.64,-1,1732
58,0,-0.22,4,8,1,1,1.93,-1,1732
58,0,-0.94,5,4,2,1,-0.5,-1,1732
58,0,0.5,6,4,1,1,-0.9,-1,1732
58,0,-0.04,6,4,2,1,0.15,-1,1732
58,0,0.45,5,4,2,1,0.01,-1,1732
58,0,-0.16,5,4,2,1,-0.8,-1,1732
58,0,-1.45,5,4,1,1,1.46,-1,1732
58,0,0.41,6,4,2,1,-1.89,-1,1732
58,1,-0.1,7,4,2,1,-0.11,-1,1732
58,0,1.88,7,4,2,1,-0.44,-1,1732
58,1,0.3,6,4,2,1,-1.19,-1,1732
58,0,-0.61,5,4,2,1,0.21,-1,1732
58,0,-0.37,5,3,1,1,-2.24,-1,1732
58,1,0.2,7,4,2,1,-2.89,-1,1732
58,1,0.5,7,4,1,1,-1.79,-1,1732
58,1,-0.01,6,4,2,1,-0.16,-1,1732
58,1,0.88,6,4,1,1,-1.32,-1,1732
58,0,1.06,6,4,2,1,-0.16,-1,1732
58,0,-2.2,5,1,2,1,0.14,-1,1732
58,0,-1.13,4,4,1,1,0.8,-1,1732
58,1,0.53,7,4,1,1,-0.39,-1,1732
58,1,-1.3,6,4,2,1,-1.95,-1,1732
58,1,0.53,7,4,1,1,-1.16,-1,1732
58,1,-1.09,6,4,1,1,-1.73,-1,1732
58,1,0.71,7,4,2,1,-1.41,-1,1732
58,0,-0.54,5,4,2,1,0.3,-1,1732
58,0,-0.97,6,8,2,1,0.06,-1,1732
58,0,-1.27,5,4,2,1,-0.33,-1,1732
58,0,-0.1,6,8,2,1,-2.32,-1,1732
58,1,0.64,6,8,1,1,0.82,-1,1732
58,0,0.03,5,4,1,1,0.06,-1,1732
58,1,-0.76,6,2,1,1,1.48,-1,1732
58,0,-1.19,5,5,2,1,0.94,-1,1732
58,1,-0.97,6,4,2,1,-1.4,-1,1732
58,0,-1.74,5,4,1,1,-0.63,-1,1732
58,1,0.66,6,8,2,1,-0.73,-1,1732
58,0,-0.47,6,4,1,1,-1.15,-1,1732
58,0,-1.61,5,8,2,1,-0.5,-1,1732
58,0,-0.85,5,2,1,1,-0.12,-1,1732
58,0,-0.58,5,8,1,1,-1.71,-1,1732
58,0,-0.55,5,4,2,1,-0.44,-1,1732
58,1,-0.78,6,4,1,1,-0.52,-1,1732
58,0,-1.14,2,1,2,1,0.1,-1,1732
58,0,-0.02,4,5,1,1,-0.98,-1,1732
58,0,-1.34,5,4,1,1,-0.04,-1,1732
58,1,-1.03,5,4,1,1,0.33,-1,1732
58,1,-0.98,6,4,1,1,0.81,-1,1732
58,0,0.07,7,4,2,1,0.49,-1,1732
58,1,-1.57,6,4,2,1,-1.84,-1,1732
58,1,0.39,6,4,2,1,-0.65,-1,1732
58,0,-1.42,6,8,2,1,-0.62,-1,1732
58,0,0.48,5,8,2,1,-0.96,-1,1732
58,0,0.88,6,4,1,1,-0.18,-1,1732
58,0,0.22,6,4,1,1,-0.71,-1,1732
58,0,-1.21,4,4,1,1,0.5,-1,1732
58,0,-1.19,4,4,1,1,-0.66,-1,1732
58,0,-1.13,5,4,1,1,-0.57,-1,1732
58,0,1,7,5,2,1,-1.34,-1,1732
58,1,0,7,4,1,1,0.46,-1,1732
57,0,-0.12,4,8,2,2,0.18,-1,985
57,0,-1.2,5,4,1,2,0.2,-1,985
57,0,-0.38,5,8,2,2,0.55,-1,985
57,0,-0.64,5,8,1,2,0.35,-1,985
57,1,1.01,6,4,2,2,1.62,-1,985
57,0,-0.12,5,4,1,2,-0.36,-1,985
57,0,-0.26,6,4,2,2,-1.8,-1,985
57,0,1.24,6,8,1,2,0.34,-1,985
57,1,1.43,6,5,1,2,-0.12,-1,985
57,0,0.06,6,4,2,2,-0.28,-1,985
57,0,-0.97,5,4,1,2,-1.16,-1,985
57,0,0.5,6,8,2,2,0.69,-1,985
57,0,-0.34,4,8,1,2,-0.5,-1,985
57,1,0.71,6,4,1,2,-0.51,-1,985
57,0,-1.25,5,8,2,2,-0.45,-1,985
57,0,-0.15,5,1,1,2,-0.72,-1,985
57,0,0,5,4,1,2,-1.26,-1,985
57,0,-0.75,2,4,2,2,0.45,-1,985
57,0,-0.94,4,1,1,2,0.23,-1,985
57,0,1.07,4,8,2,2,-0.37,-1,985
57,0,0.94,5,4,2,2,1.41,-1,985
57,0,-0.72,5,4,2,2,0.05,-1,985
57,0,0.51,6,8,2,2,-0.24,-1,985
57,0,-0.25,6,4,2,2,-0.01,-1,985
57,0,-1,3,4,2,2,-0.11,-1,985
57,0,-1.8,5,4,1,2,-0.08,-1,985
57,0,0.42,6,1,1,2,-1.55,-1,985
57,0,0.4,6,4,2,2,0.08,-1,985
57,1,0.41,5,8,2,2,0.62,-1,985
57,0,-1.56,5,4,1,2,2.14,-1,985
57,1,-0.09,5,4,2,2,0.44,-1,985
57,0,0.45,6,4,2,2,0.8,-1,985
57,1,-1.08,5,4,2,2,-1.04,-1,985
57,0,0.13,6,1,1,2,-1.44,-1,985
57,0,-1.33,4,8,1,2,-0.63,-1,985
57,1,0.54,5,2,1,2,-0.67,-1,985
57,0,-0.3,4,1,2,2,-0.08,-1,985
57,0,1.89,6,8,1,2,-0.79,-1,985
57,0,-1.37,4,4,1,2,-0.01,-1,985
57,1,1.54,7,4,1,2,-1.23,-1,985
57,1,0.18,6,4,2,2,-1.57,-1,985
57,0,0.42,7,4,2,2,-0.47,-1,985
57,1,0.9,7,4,1,2,1.05,-1,985
57,0,1.52,5,8,2,2,-1.47,-1,985
57,1,-0.24,6,4,2,2,-0.28,-1,985
57,1,-0.17,5,1,1,2,-2.31,-1,985
57,0,0.31,6,8,2,2,-0.89,-1,985
57,0,-0.67,5,4,2,2,-0.75,-1,985
57,1,1.9,7,8,1,2,-1.25,-1,985
57,0,-1.47,5,4,1,2,0.22,-1,985
57,0,-0.52,6,8,2,2,1.87,-1,985
57,0,-0.89,5,4,2,2,2.11,-1,985
57,0,-0.28,5,8,1,2,1.23,-1,985
57,0,-1.34,4,4,1,2,-0.07,-1,985
57,0,0.29,6,4,1,2,-0.66,-1,985
57,0,0,5,4,1,2,-0.16,-1,985
57,0,0.73,6,4,2,2,-1.03,-1,985
57,0,0.13,6,4,1,2,0.26,-1,985
57,0,1.11,7,8,1,2,-1.92,-1,985
57,0,-1.57,5,4,2,2,-1.06,-1,985
57,0,1.17,7,4,1,2,-0.67,-1,985
57,0,-1.61,4,4,2,2,-1.08,-1,985
57,0,-1.66,3,4,2,2,-2.04,-1,985
57,0,2.46,6,4,2,2,-0.76,-1,985
57,0,1.64,5,4,1,2,1.08,-1,985
57,0,0.31,6,4,2,2,-1.42,-1,985
57,0,-1.33,4,4,1,2,0.75,-1,985
57,1,0.62,7,4,2,2,0.61,-1,985
57,0,-0.36,5,1,1,2,-0.23,-1,985
57,0,-1.43,5,8,1,2,-1.35,-1,985
57,0,0.12,4,4,1,2,-1.32,-1,985
57,0,0.18,6,4,2,2,-0.19,-1,985
57,0,1.71,6,8,1,2,-2.22,-1,985
57,0,-1.24,5,4,1,2,0.44,-1,985
57,1,1.26,7,8,1,2,-0.61,-1,985
57,1,0.57,6,4,1,2,-0.03,-1,985
57,0,-0.73,6,4,1,2,-1.58,-1,985
57,1,2.07,7,8,1,2,-0.03,-1,985
57,0,1.29,6,4,1,2,0.52,-1,985
57,0,-1.2,4,8,2,2,-0.82,-1,985
57,0,-1.89,5,4,2,2,1.22,-1,985
57,0,-0.58,5,4,1,2,-0.53,-1,985
57,0,-0.72,7,4,2,2,1.14,-1,985
57,0,1.74,6,4,2,2,0.88,-1,985
57,0,0.17,6,4,1,2,-0.62,-1,985
57,0,-1.92,4,4,1,2,1.57,-1,985
57,1,-0.74,6,4,1,2,-0.19,-1,985
57,0,1.27,6,4,2,2,-0.82,-1,985
57,1,0.12,5,4,1,2,-2.2,-1,985
57,1,0.56,6,8,1,2,-1.53,-1,985
57,1,0.66,6,4,2,2,-0.37,-1,985
57,0,-1.29,4,4,2,2,0.28,-1,985
57,0,0.19,6,4,2,2,0.34,-1,985
57,1,-0.23,6,4,2,2,-0.89,-1,985
57,0,-0.35,5,4,2,2,-0.39,-1,985
57,0,-0.87,5,4,1,2,0.47,-1,985
57,0,0.22,6,4,1,2,0.18,-1,985
57,0,-0.39,2,4,2,2,0.75,-1,985
57,0,0.4,6,4,1,2,-0.31,-1,985
57,0,-1.58,5,4,2,2,-0.3,-1,985
57,0,-1.35,5,4,2,2,-1.08,-1,985
57,0,0.68,5,4,2,2,-0.37,-1,985
57,0,0.82,6,4,1,2,-1.84,-1,985
57,1,-1.17,6,8,2,2,0.19,-1,985
57,0,-0.75,5,4,2,2,0.19,-1,985
57,0,0.02,6,4,1,2,-1.45,-1,985
57,0,-1.79,5,4,2,2,-1.68,-1,985
57,1,-0.54,7,4,1,2,-0.9,-1,985
57,0,0.09,7,4,2,2,-1.89,-1,985
57,1,-0.01,6,4,1,2,-0.13,-1,985
57,0,-1.14,6,4,2,2,-1.27,-1,985
57,0,-0.25,5,4,1,2,-0.2,-1,985
57,0,0.52,6,4,1,2,-1.6,-1,985
57,0,-1.84,5,4,2,2,-0.81,-1,985
57,0,0.56,5,4,1,2,0.15,-1,985
57,0,-1.41,6,4,2,2,-1.97,-1,985
57,1,-0.45,5,8,1,2,0.38,-1,985
57,0,-1.02,6,4,2,2,-0.48,-1,985
57,0,0.8,6,1,1,2,0.49,-1,985
57,0,-1.03,5,4,2,2,0.48,-1,985
57,0,0.64,6,4,1,2,-1.79,-1,985
57,0,-1.85,5,4,1,2,0.18,-1,985
57,0,0.46,5,4,1,2,0.71,-1,985
57,0,0.56,7,8,2,2,-0.97,-1,985
57,0,-1.03,4,4,1,2,0.31,-1,985
57,1,-1.34,6,8,2,2,-0.85,-1,985
