"customer_id","free_shipping","customer_type","order_total","visit_duration","purchase"
"C32569","yes","returning",0,9,FALSE
"C83373","yes","new",0,1.2,FALSE
"C74540","yes","new",55.85,5.6,TRUE
"C40831","yes","new",0,25.8,FALSE
"C82175","yes","new",45.84,7,TRUE
"C96549","yes","returning",44.6,10.9,TRUE
"C59134","yes","new",0,13.3,FALSE
"C45838","yes","returning",86.66,9.4,TRUE
"C24546","yes","new",43.94,11.8,TRUE
"C64029","yes","new",0,4.8,FALSE
"C37046","yes","returning",0,26.1,FALSE
"C99932","yes","new",0,10.4,FALSE
"C18475","yes","new",0,22.5,FALSE
"C31123","yes","returning",84.28,15.7,TRUE
"C78137","yes","new",58.54,22.5,TRUE
"C19604","yes","returning",0,0.7,FALSE
"C54461","yes","new",0,0.7,FALSE
"C64126","yes","returning",73.59,9.7,TRUE
"C57614","yes","returning",42.42,6.2,TRUE
"C13042","yes","returning",0,11.6,FALSE
"C39224","yes","new",0,13.6,FALSE
"C97582","yes","returning",71.64,12.3,TRUE
"C73016","yes","returning",69.43,13.2,TRUE
"C47617","yes","returning",0,14.8,FALSE
"C83541","yes","new",0,7.1,FALSE
"C67701","yes","new",0,7.9,FALSE
"C58634","yes","new",42.08,4.6,TRUE
"C42753","yes","returning",0,9.1,FALSE
"C25895","yes","returning",0,8.8,FALSE
"C64714","yes","returning",0,14.2,FALSE
"C29180","yes","returning",0,1.8,FALSE
"C49613","yes","new",12.71,7.7,TRUE
"C32292","yes","returning",77.25,14,TRUE
"C53781","yes","returning",0,18.8,FALSE
"C99663","yes","new",0,14.2,FALSE
"C89139","yes","new",0,2.2,FALSE
"C55324","yes","new",38.68,12.8,TRUE
"C29693","yes","new",0,10.1,FALSE
"C13639","yes","returning",0,11.5,FALSE
"C16335","yes","returning",0,13.6,FALSE
"C89446","yes","new",40.74,6,TRUE
"C12134","yes","new",48.5,10.4,TRUE
"C81881","yes","returning",0,6,FALSE
"C65355","yes","new",0,7.5,FALSE
"C92553","yes","returning",89.53,24.7,TRUE
"C33068","yes","new",0,13.4,FALSE
"C53998","yes","returning",53.68,14.4,TRUE
"C38514","yes","new",0,7.9,FALSE
"C31689","yes","new",0,14.3,FALSE
"C77305","yes","new",0,17.8,FALSE
"C61821","yes","new",0,21.3,FALSE
"C80186","yes","new",0,7.4,FALSE
"C12071","yes","returning",0,7.8,FALSE
"C11373","yes","returning",0,1.9,FALSE
"C44410","yes","new",21.37,3.2,TRUE
"C34951","yes","new",0,14,FALSE
"C74509","yes","new",0,11.5,FALSE
"C23835","yes","returning",47.09,3.5,TRUE
"C86776","yes","returning",0,14.1,FALSE
"C78191","yes","new",0,5.2,FALSE
"C62076","yes","returning",80.85,16.9,TRUE
"C49132","yes","new",0,8.7,FALSE
"C51953","yes","returning",67.81,13.2,TRUE
"C39944","yes","new",52.68,12.5,TRUE
"C58455","yes","new",0,21.2,FALSE
"C64651","yes","new",57.97,6.4,TRUE
"C50166","yes","returning",88.19,16.5,TRUE
"C15464","yes","new",0,4.7,FALSE
"C23144","yes","new",35.42,7,TRUE
"C62208","yes","new",0,8.4,FALSE
"C30212","yes","returning",89.78,12,TRUE
"C96667","yes","new",0,8.6,FALSE
"C67958","yes","returning",47.52,4.3,TRUE
"C66073","yes","new",0,13.2,FALSE
"C50534","yes","new",0,18.8,FALSE
"C67957","yes","new",0,5.6,FALSE
"C83228","yes","returning",52.96,9.4,TRUE
"C58418","yes","returning",0,5.2,FALSE
"C70098","yes","new",16.76,7.4,TRUE
"C86668","yes","returning",44.28,19.7,TRUE
"C50987","yes","new",48.34,16.8,TRUE
"C44015","yes","new",52.9,3.2,TRUE
"C65952","yes","returning",66.31,6.3,TRUE
"C92171","yes","returning",0,1.7,FALSE
"C92339","yes","returning",68.59,19.6,TRUE
"C21881","yes","new",0,7.8,FALSE
"C21545","yes","new",0,17.3,FALSE
"C12630","yes","new",0,9.5,FALSE
"C75400","yes","returning",38.66,11.6,TRUE
"C27687","yes","new",0,14.1,FALSE
"C12054","yes","new",0,19.3,FALSE
"C79622","yes","returning",0,5.5,FALSE
"C55279","yes","returning",41.52,5,TRUE
"C10788","yes","returning",73.29,4.6,TRUE
"C40252","yes","new",3.06,11.8,TRUE
"C29888","yes","returning",58.48,2.8,TRUE
"C74396","yes","new",59.72,14.2,TRUE
"C28665","yes","returning",64.76,13.1,TRUE
"C79502","yes","new",0,12.6,FALSE
"C10183","yes","returning",0,12.9,FALSE
"C77622","yes","new",44.29,8.4,TRUE
"C62075","yes","new",40.42,2.2,TRUE
"C64107","yes","new",0,4.5,FALSE
"C80754","yes","returning",63.39,10.8,TRUE
"C82090","yes","returning",0,10.7,FALSE
"C91851","yes","new",0,5.4,FALSE
"C31331","yes","new",43.77,11.4,TRUE
"C59016","yes","returning",0,9.2,FALSE
"C99582","yes","returning",61.22,15.4,TRUE
"C47909","yes","new",0,5.9,FALSE
"C20877","yes","new",0,4.8,FALSE
"C87977","yes","returning",0,11.8,FALSE
"C98396","yes","new",21.8,1.8,TRUE
"C42305","yes","returning",50.95,15,TRUE
"C99661","yes","new",51.47,4.2,TRUE
"C79626","yes","returning",0,8.4,FALSE
"C21924","yes","new",0,10.7,FALSE
"C69984","yes","returning",0,11.3,FALSE
"C89159","yes","returning",67.63,17.9,TRUE
"C44353","yes","returning",80.58,6.3,TRUE
"C78361","yes","returning",48.71,10.3,TRUE
"C80843","yes","returning",0,11.8,FALSE
"C69330","yes","new",0,6.1,FALSE
"C66604","yes","new",57.66,16,TRUE
"C15420","yes","returning",61.39,2,TRUE
"C48444","yes","returning",58.9,5.4,TRUE
"C47597","yes","new",42.65,10.4,TRUE
"C81492","yes","new",21.38,3.2,TRUE
"C79348","yes","returning",0,14.2,FALSE
"C98801","yes","returning",63.21,7.4,TRUE
"C93968","yes","returning",83.41,18.7,TRUE
"C50415","yes","returning",0,15,FALSE
"C67789","yes","returning",0,9.5,FALSE
"C45047","yes","returning",0,7.5,FALSE
"C53009","yes","new",54.1,7.9,TRUE
"C81435","yes","returning",56.93,8.4,TRUE
"C77380","yes","new",34.74,2.7,TRUE
"C47715","yes","new",58.2,14.2,TRUE
"C20514","yes","returning",0,13.4,FALSE
"C75726","yes","new",4.13,5.6,TRUE
"C57619","yes","returning",0,9.4,FALSE
"C86402","yes","returning",49.92,6.2,TRUE
"C64641","yes","new",0,2.4,FALSE
"C95656","yes","returning",37.96,4.9,TRUE
"C69249","yes","new",44.37,18.2,TRUE
"C96059","yes","returning",96.45,23.8,TRUE
"C80875","yes","returning",0,10.7,FALSE
"C64804","yes","new",0,0.2,FALSE
"C29535","yes","new",0,4.5,FALSE
"C52406","yes","returning",0,9.1,FALSE
"C13597","yes","new",31.42,8.1,TRUE
"C54845","yes","new",0,11.8,FALSE
"C45161","yes","new",14.87,8.3,TRUE
"C71219","yes","new",10.95,12.1,TRUE
"C27464","yes","new",45.27,15.4,TRUE
"C72287","yes","returning",0,13.4,FALSE
"C28572","yes","new",58.55,16.8,TRUE
"C98549","yes","returning",0,8.5,FALSE
"C66024","yes","new",0,7.3,FALSE
"C73611","yes","returning",0,3.7,FALSE
"C75127","yes","new",0,10.8,FALSE
"C84207","yes","returning",0,8,FALSE
"C13727","yes","returning",0,8.9,FALSE
"C50015","yes","new",31.12,0.4,TRUE
"C54253","yes","new",0,6.4,FALSE
"C41951","yes","returning",53.85,12.5,TRUE
"C16748","yes","new",0,6,FALSE
"C91818","yes","returning",83.29,13.7,TRUE
"C45070","yes","returning",0,13.6,FALSE
"C23962","yes","returning",0,5.9,FALSE
"C87983","yes","new",0,12,FALSE
"C82901","yes","returning",0,13.5,FALSE
"C48117","yes","returning",54.25,7.6,TRUE
"C17393","yes","returning",37.22,8.1,TRUE
"C24574","yes","new",0,3.3,FALSE
"C31563","yes","new",4.63,9.3,TRUE
"C72741","yes","new",0,7.7,FALSE
"C87701","yes","new",59.11,9.4,TRUE
"C74473","yes","returning",73.14,15.2,TRUE
"C80334","yes","new",0,8.7,FALSE
"C94932","yes","returning",40.65,3.3,TRUE
"C39258","yes","new",0,13.9,FALSE
"C15028","yes","returning",50.34,10.2,TRUE
"C54760","yes","new",0,8,FALSE
"C34172","yes","new",0,8.2,FALSE
"C87933","yes","new",0,12.3,FALSE
"C39080","yes","returning",49.77,7.9,TRUE
"C69937","yes","returning",67.84,11.3,TRUE
"C23252","yes","returning",0,13.4,FALSE
"C11843","yes","new",0,3.8,FALSE
"C24797","yes","new",0,9.1,FALSE
"C23611","yes","returning",43.31,5.2,TRUE
"C99204","yes","returning",38.94,14.4,TRUE
"C88568","yes","new",0,11.3,FALSE
"C39304","yes","new",0,12.3,FALSE
"C55747","yes","new",0,5.8,FALSE
"C49512","yes","new",64.44,20,TRUE
"C21251","yes","returning",69.81,13.8,TRUE
"C24482","yes","returning",0,13.2,FALSE
"C23033","yes","returning",67.17,14.7,TRUE
"C78437","yes","new",0,13.2,FALSE
"C92616","yes","new",0,12.2,FALSE
"C44074","yes","new",0,6.9,FALSE
"C61903","yes","new",56.56,14,TRUE
"C36698","yes","new",0,16.9,FALSE
"C26490","yes","new",56.75,13.1,TRUE
"C33873","yes","new",67.01,8.7,TRUE
"C82398","yes","new",0,11.2,FALSE
"C82329","yes","returning",0,17.7,FALSE
"C66908","yes","returning",44.72,11.3,TRUE
"C22049","yes","returning",0,6.4,FALSE
"C88875","yes","new",0,6.4,FALSE
"C11497","yes","returning",94.22,20.3,TRUE
"C26316","yes","returning",41.93,13.9,TRUE
"C59887","yes","new",0,8.9,FALSE
"C53750","yes","returning",59.62,7.1,TRUE
"C98735","yes","new",31.32,4.7,TRUE
"C11991","yes","new",0,10.7,FALSE
"C30780","yes","returning",0,16,FALSE
"C84365","yes","returning",67.25,5.2,TRUE
"C93375","yes","new",11.07,7.7,TRUE
"C18811","yes","new",53.85,9.6,TRUE
"C70513","yes","returning",69.01,7.5,TRUE
"C47156","yes","new",0,4.6,FALSE
"C19323","yes","new",24.47,8.2,TRUE
"C64328","yes","new",0,8.2,FALSE
"C91475","yes","new",0,6.9,FALSE
"C57275","yes","returning",81.84,9.7,TRUE
"C78753","yes","new",0,11.6,FALSE
"C49014","yes","new",42.69,4.3,TRUE
"C42633","yes","new",38.95,5.6,TRUE
"C66302","yes","new",6.42,6.6,TRUE
"C27645","yes","returning",42.06,10.1,TRUE
"C27813","yes","returning",57.14,9.5,TRUE
"C99824","yes","returning",0,15,FALSE
"C42812","yes","new",61.47,9.1,TRUE
"C25405","yes","returning",0,1.1,FALSE
"C95838","yes","new",0,7.2,FALSE
"C50672","yes","returning",0,0.5,FALSE
"C15369","yes","new",0,17.4,FALSE
"C36137","yes","returning",0,17.6,FALSE
"C43958","yes","new",0,13.7,FALSE
"C42853","yes","new",0,11.5,FALSE
"C64140","yes","new",40.07,8.5,TRUE
"C51585","yes","new",0,0.2,FALSE
"C96100","yes","new",33.37,4.2,TRUE
"C91456","yes","new",5.44,2.3,TRUE
"C52965","yes","new",0,13.1,FALSE
"C91429","yes","new",56.58,18.6,TRUE
"C30250","yes","new",32.18,9.7,TRUE
"C72257","yes","new",0,8,FALSE
"C44824","yes","returning",0,9.6,FALSE
"C40369","yes","returning",0,6.9,FALSE
"C95375","yes","returning",93.72,17.8,TRUE
"C34465","yes","new",0,9.9,FALSE
"C68424","yes","returning",0,16.1,FALSE
"C29773","yes","new",0,2.5,FALSE
"C53778","yes","returning",56.49,12.3,TRUE
"C41193","yes","returning",75.3,13.6,TRUE
"C10388","yes","returning",0,4.4,FALSE
"C79694","yes","new",0,9.2,FALSE
"C92145","yes","returning",91.38,16.3,TRUE
"C51971","yes","returning",0,14.7,FALSE
"C10781","yes","returning",70.49,11,TRUE
"C37830","yes","returning",84.86,12.9,TRUE
"C89692","yes","new",0,4.8,FALSE
"C29244","yes","new",24.08,12.1,TRUE
"C42337","yes","returning",0,3.5,FALSE
"C14468","yes","returning",62.4,14.2,TRUE
"C42282","yes","returning",65.79,9.6,TRUE
"C57639","yes","new",50.22,7.2,TRUE
"C77633","yes","new",46.33,9.5,TRUE
"C40892","yes","returning",95.41,21.1,TRUE
"C96477","yes","new",36.56,12.5,TRUE
"C87603","yes","returning",0,9.3,FALSE
"C46360","yes","returning",0,7.6,FALSE
"C34788","yes","new",0,13.9,FALSE
"C44741","yes","new",0,7.3,FALSE
"C94263","yes","returning",0,10.6,FALSE
"C65977","yes","new",73.86,12.2,TRUE
"C97992","yes","new",0,8,FALSE
"C61251","yes","returning",0,10.4,FALSE
"C99772","yes","returning",0,17,FALSE
"C87636","yes","returning",0,8.8,FALSE
"C71669","yes","new",51.32,14.3,TRUE
"C48904","yes","returning",0,4.9,FALSE
"C31660","yes","returning",76.27,8.3,TRUE
"C65882","yes","new",0,6,FALSE
"C74302","yes","new",22.45,0.4,TRUE
"C32789","yes","new",32.98,5.7,TRUE
"C60749","yes","returning",64.11,12.6,TRUE
"C12753","yes","returning",90.47,8.4,TRUE
"C53495","yes","returning",57.78,16.5,TRUE
"C84205","yes","new",0,5.1,FALSE
"C70942","yes","new",0,22.7,FALSE
"C52987","yes","returning",49.01,16.4,TRUE
"C78199","yes","new",0,5.9,FALSE
"C90625","yes","new",0,7.3,FALSE
"C51232","yes","returning",39.22,8.8,TRUE
"C75881","yes","returning",66.11,13.1,TRUE
"C97306","yes","returning",86.7,9.1,TRUE
"C44749","yes","returning",0,12.7,FALSE
"C54781","yes","new",37.73,9.3,TRUE
"C91505","yes","returning",58.12,9.9,TRUE
"C79192","yes","new",57.74,11.8,TRUE
"C37736","yes","new",0,3.3,FALSE
"C64526","yes","returning",0,6.7,FALSE
"C58287","yes","returning",0,1.5,FALSE
"C50849","yes","returning",0,13.6,FALSE
"C27071","yes","returning",62.23,7.8,TRUE
"C56967","yes","returning",53.34,13.5,TRUE
"C91583","yes","returning",53.89,7.8,TRUE
"C20503","yes","returning",0,7.1,FALSE
"C52540","yes","returning",0,5.1,FALSE
"C34450","yes","new",61.72,16.5,TRUE
"C66411","yes","returning",0,10.7,FALSE
"C98775","yes","returning",0,13.9,FALSE
"C26059","yes","new",71.57,15.2,TRUE
"C21546","yes","new",0,11.4,FALSE
"C18792","yes","new",0,0.6,FALSE
"C35056","yes","new",0,10.5,FALSE
"C39487","yes","returning",0,4.7,FALSE
"C95795","yes","returning",76.33,14.6,TRUE
"C48221","yes","returning",0,16.9,FALSE
"C27714","yes","new",48.05,8.2,TRUE
"C48569","yes","returning",93.48,10.6,TRUE
"C68419","yes","new",43.53,16.6,TRUE
"C80470","yes","returning",43.63,5.9,TRUE
"C18705","yes","returning",0,18.7,FALSE
"C96791","yes","new",0,13.3,FALSE
"C65449","yes","returning",64.31,14.1,TRUE
"C40031","yes","returning",0,12.1,FALSE
"C98432","yes","returning",0,9.7,FALSE
"C89679","yes","new",45.94,14.5,TRUE
"C51625","yes","new",0,5.5,FALSE
"C43251","yes","new",42.41,15.3,TRUE
"C58017","yes","new",0,22.8,FALSE
"C77954","yes","new",0,11.1,FALSE
"C71295","yes","returning",83.65,10.8,TRUE
"C25010","yes","returning",71.3,14.4,TRUE
"C82810","yes","new",45.62,1.6,TRUE
"C90061","yes","new",0,11.4,FALSE
"C50088","yes","returning",62.57,2.6,TRUE
"C96508","yes","returning",0,9.2,FALSE
"C82913","yes","new",0,8,FALSE
"C80713","yes","new",49.4,16.8,TRUE
"C43105","yes","new",0,17.9,FALSE
"C71368","yes","new",57.12,14.4,TRUE
"C45216","yes","new",44.83,11.9,TRUE
"C53053","yes","new",0,11.9,FALSE
"C91443","yes","new",0,19.8,FALSE
"C60297","yes","returning",71.23,12.6,TRUE
"C12746","yes","new",35.31,8.8,TRUE
"C48579","yes","new",0,13.6,FALSE
"C16032","yes","new",0,14.3,FALSE
"C23811","yes","new",17.49,5.4,TRUE
"C42256","yes","returning",65.49,9.1,TRUE
"C27624","yes","new",0,10,FALSE
"C32718","yes","new",0,14.8,FALSE
"C26313","yes","returning",60.43,13.1,TRUE
"C96623","yes","new",0,9.5,FALSE
"C52298","yes","new",0,9,FALSE
"C48028","yes","new",16.21,7,TRUE
"C44028","yes","new",0,9.3,FALSE
"C85839","yes","new",0,10.5,FALSE
"C88145","yes","returning",73.97,15.5,TRUE
"C51459","yes","returning",0,13.4,FALSE
"C23769","yes","new",0,16.1,FALSE
"C12417","yes","returning",0,15.9,FALSE
"C47559","yes","returning",69.22,5.2,TRUE
"C97578","yes","new",0,14.8,FALSE
"C18203","yes","new",0,14.1,FALSE
"C35959","yes","returning",34.5,7,TRUE
"C60879","yes","new",0,9.6,FALSE
"C35568","yes","new",0,10.6,FALSE
"C86254","yes","returning",88.19,8.1,TRUE
"C54721","yes","returning",54.59,9.5,TRUE
"C22252","yes","returning",73.65,11.8,TRUE
"C60876","yes","returning",0,7.1,FALSE
"C69327","yes","returning",0,9,FALSE
"C28893","yes","new",0,14.2,FALSE
"C87518","yes","returning",55.97,14.3,TRUE
"C99722","yes","new",0,8.1,FALSE
"C37846","yes","new",33.13,5,TRUE
"C59770","yes","new",0,0.2,FALSE
"C49641","yes","returning",0,9,FALSE
"C33977","yes","new",35.15,8.5,TRUE
"C78744","yes","new",57.44,10,TRUE
"C26406","yes","returning",52.44,4.3,TRUE
"C81522","yes","returning",0,0.9,FALSE
"C99398","yes","returning",0,10.2,FALSE
"C50953","yes","new",0,12.1,FALSE
"C40054","yes","new",19.25,9.4,TRUE
"C62585","yes","returning",75.39,13.8,TRUE
"C58275","yes","returning",54.19,14.4,TRUE
"C27065","yes","new",0,7.5,FALSE
"C24886","yes","new",0,17.8,FALSE
"C30041","yes","new",0,19.4,FALSE
"C42612","yes","returning",66.14,19.3,TRUE
"C85430","yes","new",0,14,FALSE
"C25448","yes","returning",67.97,9.7,TRUE
"C46205","yes","new",49.48,11.9,TRUE
"C40302","yes","new",42.47,11.2,TRUE
"C14695","yes","new",0,12.6,FALSE
"C27837","yes","returning",87.55,7.1,TRUE
"C68606","yes","returning",72,17.3,TRUE
"C37831","yes","new",0,16.1,FALSE
"C38161","yes","returning",78.73,1.9,TRUE
"C88118","yes","returning",54.31,3.3,TRUE
"C77061","yes","new",50.74,0.9,TRUE
"C53159","yes","new",0,8.6,FALSE
"C82369","yes","new",0,9.5,FALSE
"C57324","yes","new",0,11.9,FALSE
"C36584","yes","returning",0,10.7,FALSE
"C76787","yes","new",38.99,13.3,TRUE
"C26859","yes","returning",102.49,5.9,TRUE
"C11600","yes","new",0,8.4,FALSE
"C72448","yes","returning",0,17.5,FALSE
"C62021","yes","returning",51.5,3.7,TRUE
"C19213","yes","new",0,6.3,FALSE
"C59318","yes","new",0,12,FALSE
"C79052","yes","new",56.6,12.8,TRUE
"C75949","yes","new",0,3,FALSE
"C83352","yes","returning",87.22,22.6,TRUE
"C20334","yes","returning",39.11,1.7,TRUE
"C13689","yes","new",11.81,11.7,TRUE
"C39210","yes","new",31.8,4.6,TRUE
"C37436","yes","returning",0,10.3,FALSE
"C89953","yes","returning",82.32,16.5,TRUE
"C55345","yes","returning",71.13,1.7,TRUE
"C78367","yes","new",0,15.2,FALSE
"C77395","yes","new",71.22,15.4,TRUE
"C32815","yes","returning",67.12,8.3,TRUE
"C29094","yes","new",0,9.5,FALSE
"C26782","yes","new",0,8.7,FALSE
"C93648","yes","new",0,3.9,FALSE
"C96037","yes","returning",74.18,17.6,TRUE
"C79024","yes","new",45.36,20.1,TRUE
"C28859","yes","returning",72.94,11.8,TRUE
"C64891","yes","new",0,6.5,FALSE
"C11797","yes","returning",86.78,1.3,TRUE
"C31548","yes","new",0,9.5,FALSE
"C89670","yes","returning",97.03,16.9,TRUE
"C43889","yes","new",43.4,5.5,TRUE
"C91667","yes","new",0,14.7,FALSE
"C90616","yes","returning",0,14.7,FALSE
"C53695","yes","returning",46.83,4.9,TRUE
"C75438","yes","returning",83.47,8.7,TRUE
"C22733","yes","returning",47.51,10.6,TRUE
"C82971","yes","new",0,15,FALSE
"C25531","yes","returning",0,9.4,FALSE
"C61719","yes","returning",102.15,11,TRUE
"C90152","yes","returning",47.23,7,TRUE
"C40621","yes","returning",72.5,7.2,TRUE
"C28453","yes","returning",70.5,11.9,TRUE
"C36842","yes","returning",56.75,4.2,TRUE
"C89066","yes","new",0,3.9,FALSE
"C93685","yes","returning",57.59,19.3,TRUE
"C80099","yes","new",0,7.3,FALSE
"C21947","yes","returning",58.77,9.4,TRUE
"C89292","yes","returning",0,22,FALSE
"C89536","yes","returning",0,10.9,FALSE
"C78678","yes","new",0,1.5,FALSE
"C26506","yes","new",0,3.8,FALSE
"C31312","yes","returning",58.57,0.1,TRUE
"C86228","yes","returning",94.25,18.6,TRUE
"C27737","yes","returning",48.1,6.7,TRUE
"C27465","yes","new",0,15.1,FALSE
"C93357","yes","returning",0,3.1,FALSE
"C67362","yes","new",0,3.8,FALSE
"C64167","yes","new",0,9.2,FALSE
"C30118","yes","returning",41.76,14.8,TRUE
"C76039","yes","new",0,0.2,FALSE
"C22710","yes","new",0,7.1,FALSE
"C97524","yes","new",0,10.6,FALSE
"C13993","yes","new",71.96,16.4,TRUE
"C34255","yes","returning",0,4.9,FALSE
"C67720","yes","returning",71.36,12.4,TRUE
"C50353","yes","returning",62.19,11.6,TRUE
"C40240","yes","returning",81.89,14.4,TRUE
"C12462","yes","returning",0,7.2,FALSE
"C85060","yes","returning",0,12.4,FALSE
"C86494","yes","returning",0,18.2,FALSE
"C19839","yes","returning",42.64,7.9,TRUE
"C71842","yes","returning",0,8.7,FALSE
"C37226","yes","new",0,16.7,FALSE
"C68994","yes","new",0,3.7,FALSE
"C57720","yes","returning",0,6.6,FALSE
"C89342","yes","returning",71.47,14.5,TRUE
"C79907","yes","returning",0,3.1,FALSE
"C10327","yes","returning",0,13.9,FALSE
"C53891","yes","returning",43.31,4.1,TRUE
"C33218","yes","returning",68.78,5.3,TRUE
"C20160","yes","returning",73.42,18,TRUE
"C16585","yes","returning",0,21.5,FALSE
"C87935","yes","new",0,6.7,FALSE
"C45717","yes","new",28.57,6.8,TRUE
"C51054","yes","returning",56.02,1.4,TRUE
"C85442","yes","new",0,9,FALSE
"C68581","yes","new",71.21,15.1,TRUE
"C48736","yes","returning",0,11.7,FALSE
"C62213","yes","new",0,7.7,FALSE
"C76137","yes","new",0,11,FALSE
"C58607","yes","returning",89.22,22.5,TRUE
"C50163","yes","new",51.83,12.2,TRUE
"C42625","yes","new",0,7.4,FALSE
"C84393","yes","returning",0,10.9,FALSE
"C96837","yes","returning",52.61,7,TRUE
"C23761","yes","returning",0,14.1,FALSE
"C29996","yes","returning",0,12.7,FALSE
"C70495","yes","returning",89.77,13.2,TRUE
"C39439","yes","returning",0,8.8,FALSE
"C66980","yes","returning",0,12.5,FALSE
"C64867","yes","new",56.01,16,TRUE
"C97920","yes","new",46.55,12.8,TRUE
"C76933","yes","returning",87.21,12.6,TRUE
"C46103","yes","returning",72.94,3.8,TRUE
"C12523","yes","new",60.36,18.7,TRUE
"C29726","yes","returning",0,9.1,FALSE
"C56283","yes","new",0,0.5,FALSE
"C73201","yes","returning",0,12.8,FALSE
"C97843","yes","new",0,15,FALSE
"C19668","yes","new",0,11.9,FALSE
"C16768","yes","new",0,10.6,FALSE
"C16679","yes","returning",54.81,7.7,TRUE
"C18538","yes","new",56.24,7.5,TRUE
"C44027","yes","new",0,12.2,FALSE
"C91701","yes","returning",94.5,15.6,TRUE
"C30762","yes","returning",0,17.9,FALSE
"C79243","yes","returning",0,12.2,FALSE
"C45982","yes","returning",0,11.5,FALSE
"C78897","yes","returning",0,11.2,FALSE
"C89237","yes","returning",0,12.7,FALSE
"C95470","yes","returning",56.44,10.1,TRUE
"C31461","yes","returning",48.61,9.5,TRUE
"C56851","yes","new",0,8.3,FALSE
"C66682","yes","new",94.53,21.3,TRUE
"C22745","yes","new",0,0,FALSE
"C40732","yes","new",0,13.9,FALSE
"C28143","yes","new",54.49,7.2,TRUE
"C64367","yes","returning",0,8,FALSE
"C29387","yes","new",0,0,FALSE
"C37084","yes","new",0,5.9,FALSE
"C49874","yes","returning",0,8.9,FALSE
"C95912","yes","new",0,20.1,FALSE
"C81882","yes","new",0,4.4,FALSE
"C36963","yes","new",23.61,2.9,TRUE
"C61935","yes","new",0,3.2,FALSE
"C66173","yes","new",44.48,4.9,TRUE
"C77334","yes","returning",60.95,4.2,TRUE
"C40690","yes","new",39.11,9.8,TRUE
"C30538","yes","returning",0,10.6,FALSE
"C91519","yes","new",0,7.6,FALSE
"C54637","yes","returning",0,12.9,FALSE
"C23478","yes","new",41.22,11.9,TRUE
"C32177","yes","returning",50.77,9.3,TRUE
"C70915","yes","returning",60.75,6.3,TRUE
"C86144","yes","returning",32.51,5.2,TRUE
"C71748","yes","new",41.51,13.9,TRUE
"C22514","yes","returning",53.7,6.5,TRUE
"C46286","yes","returning",0,4.9,FALSE
"C22592","yes","new",35.14,6.5,TRUE
"C33797","yes","returning",0,11.5,FALSE
"C71184","yes","new",45.01,17.7,TRUE
"C24277","yes","new",34.56,10.9,TRUE
"C11304","yes","returning",84,8.9,TRUE
"C65685","yes","returning",64.54,10.4,TRUE
"C46758","yes","returning",43.21,8.3,TRUE
"C48741","yes","returning",75.83,9.3,TRUE
"C80565","yes","new",0,13.4,FALSE
"C41770","yes","returning",45.31,11.1,TRUE
"C65427","yes","new",0,15.3,FALSE
"C61230","yes","new",0,21,FALSE
"C25995","yes","returning",0,7.8,FALSE
"C97247","yes","returning",68.73,10.7,TRUE
"C42947","yes","new",0,10.7,FALSE
"C25836","yes","new",68.23,16.5,TRUE
"C49825","yes","new",36.08,12.2,TRUE
"C51646","yes","returning",0,13.8,FALSE
"C91638","yes","new",61.4,9.7,TRUE
"C52773","yes","returning",50.9,1.9,TRUE
"C40958","yes","returning",59.17,8.3,TRUE
"C84991","yes","new",0,14.4,FALSE
"C27390","yes","new",0,16.1,FALSE
"C17353","yes","returning",0,20.1,FALSE
"C92406","yes","returning",83.24,15.8,TRUE
"C89547","yes","returning",36.56,4.3,TRUE
"C98650","yes","new",0,9.3,FALSE
"C79373","yes","new",0,4,FALSE
"C18619","yes","returning",48.52,14.3,TRUE
"C83444","yes","returning",45.45,1.9,TRUE
"C93045","yes","returning",0,9.8,FALSE
"C39689","yes","new",0,9.1,FALSE
"C47807","yes","new",48.41,13.4,TRUE
"C50051","yes","returning",0,5.2,FALSE
"C96107","yes","new",0,9.2,FALSE
"C28272","yes","new",0,16.8,FALSE
"C60086","yes","returning",88.53,18.6,TRUE
"C74004","yes","new",0,6.7,FALSE
"C90924","yes","returning",0,10,FALSE
"C35421","yes","new",0,6.2,FALSE
"C45333","yes","new",28.66,3.2,TRUE
"C67119","yes","new",0,17.7,FALSE
"C39853","yes","returning",65.34,14.7,TRUE
"C14335","yes","returning",60.34,13.4,TRUE
"C58240","yes","new",0,13.2,FALSE
"C81783","yes","returning",0,4.8,FALSE
"C19228","yes","new",0,16.5,FALSE
"C71480","yes","returning",0,9.7,FALSE
"C75248","yes","new",0,3.5,FALSE
"C78788","yes","returning",0,7.9,FALSE
"C48988","yes","new",43.97,13,TRUE
"C55058","yes","new",0,9.5,FALSE
"C63654","yes","new",0,6.2,FALSE
"C89746","yes","returning",66.23,9,TRUE
"C36848","yes","new",43.62,12.9,TRUE
"C85851","yes","new",0,7.3,FALSE
"C49788","yes","new",0,4.4,FALSE
"C61170","yes","returning",90.17,15.8,TRUE
"C56391","yes","returning",67.59,23,TRUE
"C98153","yes","new",24.27,5.9,TRUE
"C12039","yes","new",0,15.3,FALSE
"C69114","yes","returning",0,7.8,FALSE
"C52558","yes","returning",88.95,12.4,TRUE
"C62323","yes","returning",0,13.5,FALSE
"C82994","yes","new",18.67,6.2,TRUE
"C46901","yes","new",0,9.5,FALSE
"C57200","yes","new",0,13.7,FALSE
